no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_month,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2,0,1,2,1,0,2,81,1,1,0,0,0,62.37,2,0
2,0,0,1,0,0,1,23,4,1,0,0,0,98.0,0,0
2,0,0,3,1,0,1,26,9,1,0,0,0,117.67,1,1
2,0,2,1,1,0,1,20,6,1,0,0,0,141.0,1,0
2,1,1,3,1,0,6,124,12,1,0,0,0,156.61,2,1
3,0,0,3,1,0,4,85,8,1,0,0,0,152.1,0,1
2,0,0,1,1,0,1,167,8,1,0,0,0,105.3,0,1
2,0,1,3,1,0,1,71,5,1,0,0,0,119.85,1,0
2,0,0,2,1,0,1,48,11,1,0,0,0,97.2,2,0
1,0,0,1,0,0,1,37,5,1,0,0,0,116.1,0,0
3,0,2,2,1,0,4,76,5,1,0,0,0,150.45,0,1
1,0,0,1,1,0,1,13,1,0,0,0,0,71.0,0,0
1,0,1,0,1,0,1,3,6,4,0,0,0,0.0,0,0
2,0,1,2,1,0,4,75,12,0,0,0,0,60.0,0,0
1,0,0,1,1,0,1,5,4,2,1,0,1,89.0,1,0
2,0,2,0,2,0,1,386,10,1,0,0,0,115.0,1,1
2,0,1,1,1,0,1,180,5,0,0,0,0,100.0,1,0
2,0,1,3,0,0,1,122,11,1,0,0,0,75.9,2,1
2,0,1,2,1,0,1,224,10,0,0,0,0,65.0,0,0
2,0,2,2,1,0,1,24,5,1,0,0,0,104.55,2,0
1,0,2,2,1,0,1,162,10,1,0,0,0,115.0,0,1
3,0,1,1,1,0,4,25,7,1,0,0,0,187.0,0,1
1,0,0,1,1,0,1,1,8,1,0,0,0,115.0,0,0
2,0,0,4,0,0,1,236,9,1,0,0,0,84.43,1,1
2,0,2,3,1,0,1,120,4,1,0,0,0,90.95,0,1
2,0,1,3,2,1,4,12,3,1,0,0,0,208.0,1,0
2,0,2,4,1,0,1,224,9,1,0,0,0,97.18,1,1
1,0,0,4,2,0,1,33,10,0,0,0,0,79.11,0,0
2,0,0,2,1,0,1,24,5,4,0,0,0,0.0,0,0
2,0,0,1,1,0,4,22,9,1,0,0,0,120.0,1,0
2,0,0,3,1,0,1,10,10,1,0,0,0,126.0,1,0
2,0,0,2,1,0,1,15,2,1,0,0,0,91.0,1,1
2,0,0,5,2,0,1,230,9,1,0,0,0,137.0,0,1
2,0,0,4,1,0,1,54,3,0,0,0,0,67.32,0,0
2,0,0,1,1,0,1,45,10,1,0,0,0,81.62,0,0
3,0,1,3,2,0,4,63,10,1,0,0,0,123.66,2,0
2,0,2,1,0,0,1,166,8,1,0,0,0,94.5,1,0
2,0,1,4,1,0,1,148,8,1,0,0,0,96.3,0,1
2,0,2,1,1,0,1,136,8,1,0,0,0,88.01,1,0
2,0,1,3,1,0,1,37,3,1,0,0,0,81.9,2,0
2,0,0,4,1,0,1,66,5,1,0,0,0,119.85,1,0
1,0,0,1,1,0,1,11,10,0,0,0,0,83.5,0,0
1,0,0,1,1,1,1,1,4,2,1,0,3,67.0,1,0
2,0,2,2,1,0,4,7,6,1,0,0,0,156.0,1,0
2,0,0,1,1,0,1,43,10,0,0,0,0,85.0,0,0
2,0,3,5,1,0,4,5,4,1,0,0,0,126.75,0,1
2,0,1,1,2,0,1,247,6,1,0,0,0,115.0,1,1
2,0,2,1,0,0,1,24,10,1,0,0,0,107.1,1,1
1,0,0,1,1,0,1,53,10,0,0,0,0,120.0,0,0
2,0,2,1,1,0,1,52,11,1,0,0,0,93.6,2,0
2,0,0,1,1,0,1,56,6,0,0,0,0,120.0,0,0
1,0,0,1,1,0,1,12,6,0,0,0,0,90.0,1,0
2,0,0,5,1,0,1,230,9,1,0,0,0,137.0,1,1
2,1,1,3,1,0,1,92,10,1,0,0,0,106.43,1,1
1,0,0,3,0,0,1,2,5,1,0,0,0,87.78,0,0
2,0,0,2,2,0,1,74,9,0,0,0,0,101.5,0,0
2,0,0,1,0,0,1,82,6,1,0,0,0,85.5,0,1
1,0,0,3,1,0,1,37,10,0,0,0,0,95.0,0,0
2,0,2,2,1,0,4,147,7,1,0,0,0,103.7,2,0
1,0,0,1,1,0,1,2,8,2,0,0,0,65.0,0,0
2,0,2,6,1,0,1,166,8,1,0,0,0,100.12,0,1
2,0,1,3,2,1,1,28,4,1,0,0,0,156.25,2,0
2,0,1,2,2,0,1,309,5,1,0,0,0,101.0,0,1
2,0,1,3,2,1,1,54,7,1,0,0,0,161.1,0,0
2,0,1,3,0,1,1,49,12,1,0,0,0,83.8,2,0
2,1,0,1,1,1,1,1,6,1,0,0,0,168.0,2,0
2,0,2,1,1,0,1,0,12,0,0,0,0,58.0,0,0
2,0,2,1,2,0,1,4,8,0,0,0,0,94.5,0,0
2,0,0,4,1,0,1,60,12,1,0,0,0,96.3,1,0
2,0,0,1,1,0,1,157,8,1,0,0,0,76.5,1,0
2,0,2,3,1,0,1,268,4,0,0,0,0,78.0,0,0
2,0,1,1,0,0,1,38,9,1,0,0,0,112.59,0,1
2,2,2,1,1,0,7,30,6,1,0,0,0,187.04,0,1
2,0,0,1,1,1,1,2,10,1,0,0,0,169.0,2,0
2,0,3,7,0,0,1,217,12,1,0,0,0,46.63,1,0
2,0,0,3,1,0,1,143,8,0,0,0,0,100.0,0,0
2,0,0,3,0,0,1,179,10,1,0,0,0,85.5,2,0
1,0,0,2,1,0,1,188,6,1,0,0,0,130.0,0,1
3,0,2,2,1,0,4,94,7,1,0,0,0,146.7,1,0
1,0,0,2,1,0,1,32,11,0,0,0,0,73.0,0,0
3,0,2,2,1,0,6,2,4,1,0,0,0,143.22,2,0
2,0,0,3,1,0,1,70,10,1,0,0,0,89.25,1,0
2,0,1,0,0,0,1,4,9,0,0,0,0,85.0,0,0
2,0,2,0,1,0,1,34,2,4,0,0,0,6.5,1,0
2,2,0,1,1,0,2,16,3,1,0,0,0,83.03,0,1
2,0,1,3,1,0,1,24,2,1,0,0,0,91.0,0,1
2,0,2,2,0,0,1,78,4,1,0,0,0,80.75,1,0
2,0,1,2,1,0,1,305,11,1,0,0,0,89.0,0,1
2,0,0,3,1,0,1,37,10,0,0,0,0,105.0,0,0
2,0,2,5,1,0,1,98,4,1,0,0,0,109.81,0,0
2,0,1,3,1,0,4,14,12,1,0,0,0,70.88,0,0
1,0,0,2,0,0,1,44,11,1,0,0,0,83.6,2,0
1,0,2,1,1,0,1,1,2,1,0,0,0,60.0,0,1
2,0,0,3,1,0,1,213,6,1,0,0,0,130.0,0,1
1,0,1,1,1,0,1,5,4,1,0,0,0,95.0,1,0
2,0,0,1,2,0,1,55,4,0,0,0,0,104.0,0,0
2,0,0,3,1,0,4,139,2,0,0,0,0,62.0,1,0
2,0,2,1,1,0,2,44,4,0,0,0,0,95.0,0,0
1,0,2,1,2,0,4,18,2,1,0,0,0,145.0,1,0
1,0,1,0,1,0,1,0,10,2,0,0,0,95.0,0,0
1,0,0,2,1,0,1,192,6,0,0,0,0,95.0,0,0
2,0,2,4,1,0,1,152,6,0,0,0,0,80.75,0,0
3,0,0,4,1,0,4,42,8,1,0,0,0,142.2,2,0
3,0,2,3,1,0,4,209,10,1,0,0,0,128.7,1,1
2,0,2,3,1,0,1,69,3,1,0,0,0,90.95,1,0
2,0,1,2,1,0,1,80,11,1,0,0,0,93.6,2,0
2,0,1,2,1,0,4,49,11,0,0,0,0,60.0,0,0
1,0,0,3,1,0,1,143,8,0,0,0,0,90.0,0,0
2,0,2,1,0,0,1,67,12,1,0,0,0,95.4,2,0
2,0,0,2,1,0,1,41,10,1,0,0,0,160.0,1,1
2,0,2,1,1,0,4,154,10,1,0,0,0,104.1,2,1
2,0,0,1,2,0,1,55,4,0,0,0,0,104.0,0,0
2,0,0,4,1,0,1,2,8,0,0,0,0,109.0,0,0
2,0,2,4,1,0,4,99,4,1,0,0,0,93.78,1,1
1,0,0,2,1,0,1,14,10,2,0,0,0,95.0,0,0
1,0,0,1,0,0,1,0,10,1,0,0,0,140.0,0,0
2,0,1,3,1,0,1,22,12,1,0,0,0,87.0,1,0
1,0,2,1,1,0,4,7,3,1,0,0,0,85.85,1,0
2,0,1,3,1,0,4,84,3,1,0,0,0,99.45,0,0
2,0,0,4,1,0,4,109,5,1,0,0,0,120.28,1,0
1,0,0,3,1,0,1,71,6,0,0,0,0,120.0,0,0
2,0,2,0,1,0,1,4,4,1,0,0,0,77.77,1,0
1,0,0,3,1,0,1,71,6,0,0,0,0,120.0,0,0
2,0,0,1,0,0,1,58,6,1,0,0,0,116.1,1,0
3,0,0,1,2,0,4,133,7,1,0,0,0,189.0,0,1
2,0,2,1,1,0,4,27,6,1,0,0,0,152.67,0,1
2,0,2,3,1,0,1,27,2,1,0,0,0,66.31,1,0
1,0,0,1,1,0,1,9,9,1,0,0,0,95.0,2,0
2,1,0,3,1,0,1,86,12,1,0,0,0,122.0,0,1
2,0,0,3,1,0,1,13,12,0,0,0,0,58.0,0,0
2,0,1,3,1,0,1,0,12,1,0,0,0,89.89,1,0
2,0,0,2,1,0,4,5,6,1,0,0,0,156.0,1,0
2,0,1,3,1,0,4,82,3,1,0,0,0,99.45,0,0
2,1,0,2,1,0,6,330,8,1,0,0,0,172.8,0,1
2,0,1,3,0,0,1,3,8,1,0,0,0,98.56,1,0
1,0,0,1,1,0,1,35,3,1,0,0,0,71.1,0,1
1,0,6,15,1,0,4,12,3,1,0,0,0,128.06,0,1
1,0,0,1,1,0,1,0,11,4,0,0,0,0.0,0,0
2,1,0,1,1,0,1,7,4,1,0,0,0,106.0,1,0
2,0,0,4,1,0,4,47,9,1,0,0,0,130.61,1,1
2,0,2,3,0,0,1,117,6,1,0,0,0,105.74,1,0
2,0,0,2,1,0,4,2,6,1,0,0,0,136.0,1,0
2,0,0,1,1,0,1,26,6,0,0,0,0,120.0,0,0
2,0,2,2,0,0,1,75,12,1,0,0,0,74.8,1,0
2,0,0,2,2,0,1,256,6,1,0,0,0,112.0,1,1
2,1,1,0,1,0,1,137,8,1,0,0,0,121.5,2,0
2,0,0,4,1,0,1,92,10,0,0,0,0,70.0,0,0
1,0,0,1,1,0,1,1,11,0,0,0,0,75.0,0,0
2,0,0,1,1,0,1,18,1,0,0,0,0,54.0,0,0
2,0,1,2,1,0,1,78,3,1,0,0,0,100.0,0,1
1,0,0,1,1,0,4,8,4,4,0,0,0,0.0,2,0
1,2,4,9,1,0,6,30,11,1,0,0,0,186.22,0,1
2,0,2,0,0,0,1,117,11,1,0,0,0,79.2,0,0
2,0,1,1,1,0,1,10,3,1,0,0,0,103.0,0,0
2,0,2,2,1,0,1,56,9,0,0,0,0,185.0,0,0
2,0,0,2,1,0,1,8,10,1,0,0,0,135.0,1,0
2,0,2,0,2,0,1,386,10,1,0,0,0,115.0,1,1
2,0,0,2,2,0,1,273,7,1,0,0,0,109.0,0,1
2,0,0,1,1,0,1,33,11,1,0,0,0,104.0,1,1
3,0,2,5,1,0,4,184,8,1,0,0,0,130.05,3,0
2,0,1,3,1,0,1,232,9,1,0,0,0,100.3,0,1
1,0,0,2,1,0,1,188,6,1,0,0,0,130.0,0,1
2,0,0,2,2,0,1,102,10,0,0,0,0,109.0,0,0
2,0,2,2,1,0,4,45,10,1,0,0,0,139.5,1,1
1,0,0,1,1,0,1,1,2,2,0,0,0,66.0,1,0
2,0,2,2,1,0,1,63,9,1,0,0,0,106.88,2,0
2,0,2,2,1,0,4,89,9,1,0,0,0,149.4,1,0
1,0,0,2,1,0,1,63,4,1,0,0,0,109.35,2,0
2,0,0,3,1,0,1,304,11,1,0,0,0,89.0,0,1
1,0,2,1,1,0,1,1,4,1,0,0,0,115.0,1,0
1,0,0,1,1,0,1,51,3,2,0,0,0,85.5,0,0
2,0,0,2,1,0,4,110,4,1,0,0,0,90.95,0,0
2,0,2,1,1,0,4,20,7,1,0,0,0,117.55,1,0
2,0,0,1,0,0,1,50,10,1,0,0,0,108.0,1,1
2,0,0,3,1,0,4,48,10,1,0,0,0,139.5,1,0
2,0,0,3,1,0,5,96,9,1,0,0,0,129.88,0,1
2,0,1,4,1,0,1,148,12,0,0,0,0,67.0,0,0
2,0,1,1,0,0,1,25,10,1,0,0,0,129.0,1,1
2,0,2,5,1,0,1,148,6,1,0,0,0,79.53,0,1
2,0,1,3,1,0,1,114,8,0,0,0,0,72.25,0,0
1,0,0,2,2,0,1,257,7,0,0,0,0,80.0,0,0
2,0,2,5,1,0,1,105,6,1,0,0,0,119.85,2,0
1,0,1,2,1,0,1,4,11,1,0,0,0,117.0,0,0
2,0,2,2,2,0,4,67,9,4,0,0,0,29.0,1,0
2,0,2,2,1,1,1,61,9,1,0,0,0,118.8,1,0
2,0,0,2,1,0,1,79,12,0,0,0,0,192.03,1,0
3,0,0,1,1,0,1,74,5,1,0,0,0,168.3,2,0
2,0,0,1,0,0,1,120,5,1,0,0,0,72.76,0,0
2,0,0,3,1,0,1,157,12,0,0,0,0,68.0,0,0
2,0,0,4,1,0,1,4,1,1,0,0,0,89.0,0,0
2,0,2,5,1,0,4,46,8,1,0,0,0,124.46,0,0
1,0,2,1,1,0,1,41,3,2,0,0,0,70.33,0,0
3,0,1,4,1,0,4,84,6,1,0,0,0,170.1,2,0
2,0,0,2,1,0,1,245,6,1,0,0,0,75.0,0,1
2,0,0,3,1,0,4,27,6,1,0,0,0,125.25,1,0
2,0,3,7,1,0,1,74,7,1,0,0,0,55.9,0,0
2,0,1,2,1,0,1,85,6,1,0,0,0,126.9,0,1
2,0,0,2,0,0,1,6,2,1,0,0,0,79.0,0,1
2,0,2,3,1,0,1,256,10,1,0,0,0,94.35,2,1
2,0,0,2,2,0,1,265,6,1,0,0,0,109.0,0,1
2,0,2,3,1,0,4,64,4,1,0,0,0,112.2,0,0
1,0,0,1,1,0,1,0,10,2,0,0,0,109.0,1,0
1,0,0,2,1,0,1,91,9,2,1,1,2,65.0,0,0
2,0,1,3,1,0,1,127,4,0,0,0,0,90.0,0,0
2,0,0,3,1,0,1,73,7,0,0,0,0,85.0,0,0
2,0,0,4,1,0,1,36,12,1,0,0,0,168.73,0,0
2,0,1,3,1,0,1,17,12,1,0,0,0,100.38,0,0
2,0,2,5,1,0,1,164,7,1,0,0,0,99.45,0,1
2,0,0,1,1,0,1,0,9,2,0,0,0,160.0,0,0
2,0,2,1,1,0,1,37,10,1,0,0,0,126.0,1,0
3,0,1,2,1,0,1,191,8,0,0,0,0,96.9,0,0
2,2,2,4,1,0,2,33,10,1,0,0,0,95.0,2,0
2,0,2,1,1,0,1,32,9,1,0,0,0,94.5,3,0
1,0,1,1,1,0,1,3,9,0,0,0,0,98.8,0,0
2,0,2,1,0,0,1,53,7,1,0,0,0,100.5,1,0
2,0,1,0,2,0,7,8,6,4,1,0,1,0.0,1,0
2,0,2,1,1,0,1,107,5,1,0,0,0,80.75,1,1
2,0,0,1,2,0,1,55,4,0,0,0,0,104.0,0,0
2,0,1,2,1,0,1,84,4,0,0,0,0,89.75,0,0
2,2,0,2,1,0,6,0,8,1,0,0,0,156.0,1,0
2,0,1,1,1,0,4,1,6,1,0,0,0,136.0,2,0
2,0,0,2,1,0,1,29,12,2,0,0,0,85.0,1,0
2,0,0,4,1,0,4,41,10,1,0,0,0,87.54,1,0
2,0,0,2,1,0,1,86,9,2,0,0,0,100.0,0,0
2,0,2,2,1,0,1,167,10,1,0,0,0,108.9,1,1
2,0,0,3,0,0,1,34,6,1,0,0,0,107.1,1,0
2,0,1,2,1,0,1,101,4,1,0,0,0,80.0,0,1
2,0,0,3,1,0,1,259,5,1,0,0,0,90.0,0,1
2,0,0,2,1,0,1,122,5,1,0,0,0,105.3,1,0
2,0,0,1,0,0,1,1,2,1,0,0,0,80.0,2,0
2,0,0,2,1,1,4,107,8,1,0,0,0,142.2,0,0
2,0,0,3,1,0,4,35,4,1,0,0,0,131.4,1,0
1,0,0,2,1,0,1,192,6,0,0,0,0,95.0,0,0
2,0,0,2,1,0,1,4,4,1,0,0,0,111.0,0,1
2,0,1,3,1,0,1,85,10,0,0,0,0,85.0,1,0
3,0,0,4,1,0,4,137,8,1,0,0,0,130.95,0,1
2,0,0,2,2,0,1,74,9,0,0,0,0,101.5,0,0
1,0,2,1,1,0,1,116,2,0,0,0,0,82.0,0,0
2,0,2,2,1,1,1,34,9,1,0,0,0,94.5,2,0
2,0,2,1,1,0,1,56,8,1,0,0,0,109.8,0,1
2,0,2,4,1,0,1,149,7,1,0,0,0,72.25,0,1
2,0,2,2,0,0,1,12,2,1,0,0,0,55.72,0,0
3,0,1,1,1,0,4,52,10,1,0,0,0,158.4,1,1
2,0,1,4,1,0,4,191,3,0,0,0,0,69.0,0,0
2,0,0,3,1,0,1,37,10,0,0,0,0,105.0,0,0
2,0,0,3,1,0,4,57,12,1,0,0,0,219.6,0,1
1,0,2,3,1,0,1,9,1,0,0,0,0,44.8,0,0
2,0,0,1,0,0,1,7,10,1,0,0,0,120.0,0,0
2,0,1,2,1,0,1,78,3,1,0,0,0,100.0,0,1
2,0,0,1,0,0,1,0,6,1,0,0,0,109.0,0,0
0,2,1,2,1,0,2,78,8,1,0,0,0,115.68,1,0
2,0,1,2,1,0,1,31,9,0,0,0,0,75.0,0,0
2,0,0,2,2,0,5,37,6,0,0,0,0,134.1,1,0
2,0,2,1,1,0,4,8,5,1,0,0,0,124.1,1,0
4,0,0,2,1,0,7,32,8,1,0,0,0,214.75,1,0
2,0,1,2,1,0,1,48,10,0,0,0,0,75.0,0,0
2,0,1,2,1,0,1,89,11,1,0,0,0,72.25,2,0
1,0,1,0,1,0,1,0,3,2,0,0,0,80.0,0,0
2,0,0,1,1,0,1,15,9,1,0,0,0,139.0,1,0
1,0,0,1,1,0,1,10,1,2,0,0,0,66.0,0,0
1,0,0,3,1,0,1,43,5,1,0,0,0,115.5,0,0
2,1,1,1,1,1,1,27,8,1,0,0,0,195.5,2,0
2,0,2,0,2,0,1,386,10,1,0,0,0,115.0,1,1
1,0,0,1,2,0,1,72,9,0,0,0,0,84.0,0,0
2,0,2,1,0,0,1,10,10,1,0,0,0,107.8,3,0
2,0,0,3,1,0,1,37,10,0,0,0,0,105.0,0,0
2,0,2,3,1,0,1,170,4,0,0,0,0,78.0,0,0
1,0,0,2,2,0,1,265,6,0,0,0,0,90.0,0,0
2,0,1,1,0,0,1,49,7,1,0,0,0,105.3,0,1
2,0,0,3,1,0,1,51,2,1,0,0,0,80.3,1,0
1,0,1,0,2,0,1,3,2,1,0,0,0,129.0,1,0
2,0,0,2,2,0,1,265,6,1,0,0,0,115.0,1,1
2,0,2,0,0,0,1,34,9,1,0,0,0,125.1,2,0
2,0,0,1,1,0,1,1,2,1,0,0,0,103.0,1,0
2,0,2,0,0,1,1,77,5,1,0,0,0,125.1,0,0
1,0,2,5,0,0,1,60,6,1,0,0,0,96.17,1,1
2,0,2,2,1,0,1,56,9,0,0,0,0,185.0,0,0
2,0,2,0,0,0,1,0,6,1,0,0,0,69.74,0,0
2,2,2,3,1,0,6,136,7,1,0,0,0,172.55,0,1
1,0,0,3,1,1,1,4,1,1,0,0,0,95.0,1,0
2,1,1,2,2,0,1,68,9,1,0,0,0,166.35,2,0
2,0,0,1,0,1,1,1,11,1,0,0,0,108.0,1,0
2,0,1,3,1,0,4,61,3,1,0,0,0,102.0,0,0
2,0,1,2,1,0,7,40,5,1,0,0,0,203.73,2,0
2,0,2,5,0,0,1,6,11,1,0,0,0,78.69,0,1
2,0,0,3,0,0,1,58,11,1,0,0,0,79.2,0,1
1,0,0,2,1,0,1,35,3,1,0,0,0,76.5,1,0
2,0,0,2,1,0,1,177,6,1,0,0,0,100.0,0,1
2,0,0,4,1,0,1,13,12,1,0,0,0,88.4,1,0
1,0,2,4,1,0,1,245,7,1,0,0,0,110.0,0,1
2,0,1,2,1,0,4,189,10,1,0,0,0,109.8,0,1
2,0,2,1,1,0,1,271,12,0,0,0,0,78.3,0,0
2,0,0,2,2,0,1,257,7,1,0,0,0,101.5,0,1
2,0,2,4,0,0,1,207,7,1,0,0,0,80.75,1,0
2,0,2,2,1,0,1,108,12,1,0,0,0,104.0,2,0
2,0,0,3,0,0,1,39,3,1,0,0,0,51.19,0,0
2,1,0,1,1,0,1,11,11,1,0,0,0,150.0,1,1
2,0,1,2,1,0,4,177,8,1,0,0,0,127.8,1,1
2,0,0,1,0,0,4,15,9,1,0,0,0,115.0,3,0
2,0,0,1,1,0,4,10,5,1,0,0,0,156.0,1,0
3,0,2,2,1,0,4,60,12,1,0,0,0,130.9,0,1
2,0,0,3,0,0,1,21,10,1,0,0,0,116.1,0,1
2,0,2,0,0,0,1,24,9,1,0,0,0,71.69,1,0
1,1,2,3,2,0,1,76,4,0,0,0,0,98.5,1,0
2,0,0,3,0,0,1,146,7,1,0,0,0,94.5,1,0
1,0,0,2,1,0,1,188,6,1,0,0,0,130.0,0,1
2,0,2,1,1,0,1,114,7,1,0,0,0,76.5,0,1
2,0,0,4,1,0,1,256,8,1,0,0,0,90.95,0,1
2,0,1,3,1,0,1,210,10,0,0,0,0,72.75,0,0
2,0,0,1,1,0,1,16,11,1,0,0,0,93.0,0,0
2,0,0,2,1,0,4,64,9,1,0,0,0,168.3,1,0
2,0,0,3,1,0,1,105,10,0,0,0,0,75.0,0,0
2,0,1,0,1,0,1,0,8,1,0,0,0,105.0,0,0
2,0,2,0,0,1,1,37,2,1,0,0,0,78.5,1,0
2,0,2,5,1,0,1,54,7,1,0,0,0,119.7,0,1
3,0,0,3,1,0,4,81,9,1,0,0,0,168.3,0,1
3,0,0,1,1,0,4,2,5,1,0,0,0,197.0,1,0
2,0,2,0,1,0,1,61,10,0,0,0,0,91.0,0,0
2,0,2,3,1,0,1,11,2,0,0,0,0,85.0,0,0
2,0,2,2,0,0,1,4,2,1,0,0,0,81.0,0,1
2,0,0,2,2,0,1,63,9,0,0,0,0,116.0,0,0
2,0,0,2,2,0,1,320,8,1,0,0,0,115.0,1,1
2,1,1,3,1,0,4,3,2,1,0,0,0,106.0,2,0
2,0,2,1,1,0,4,62,4,1,0,0,0,118.8,0,1
2,0,0,3,1,0,4,91,10,1,0,0,0,132.3,2,1
2,0,1,0,1,1,4,123,8,1,0,0,0,146.7,0,0
2,0,0,3,1,0,4,13,3,1,0,0,0,86.8,1,0
2,0,0,4,2,0,1,152,11,0,0,0,0,98.0,0,0
2,0,1,1,1,0,1,180,5,0,0,0,0,100.0,1,0
2,2,4,10,1,0,6,222,8,1,0,0,0,158.95,0,1
2,0,2,2,1,0,4,47,9,1,0,0,0,119.52,0,0
2,0,0,3,2,0,1,88,5,0,0,0,0,117.0,1,0
2,0,0,3,1,0,4,26,4,1,0,0,0,140.67,0,1
2,0,2,3,1,0,1,17,10,1,0,0,0,94.95,1,0
2,0,2,5,0,0,1,104,5,1,0,0,0,109.65,0,1
2,0,1,2,0,0,1,7,12,1,0,0,0,120.0,0,0
2,0,1,2,1,0,1,128,3,1,0,0,0,67.22,0,0
1,0,0,3,1,0,2,11,3,0,0,0,0,62.0,0,0
2,0,0,1,0,0,1,6,3,1,0,0,0,91.0,0,0
2,0,2,4,1,0,1,23,3,0,0,0,0,68.0,0,0
2,0,0,3,1,0,1,304,11,1,0,0,0,89.0,0,1
2,0,2,1,2,0,1,4,8,0,0,0,0,94.5,0,0
3,0,1,2,1,0,4,25,8,1,0,0,0,187.0,1,1
3,0,0,4,2,0,1,65,12,0,0,0,0,122.65,0,0
1,0,0,1,1,0,1,21,2,2,0,0,0,68.0,1,0
3,0,1,1,1,0,4,45,3,1,0,0,0,131.4,1,1
2,0,2,3,2,0,1,25,4,1,0,0,0,149.4,0,1
1,0,0,2,1,0,1,5,5,2,0,0,0,100.0,0,0
2,0,1,1,2,0,1,247,6,1,0,0,0,115.0,1,1
2,0,0,3,1,0,1,6,10,1,0,0,0,160.0,2,0
2,1,2,1,1,0,1,25,4,1,0,0,0,127.67,2,0
2,0,0,3,0,0,1,52,12,1,0,0,0,79.2,2,0
2,0,0,2,1,0,1,18,12,1,0,0,0,69.0,2,0
2,0,0,4,2,0,1,296,9,1,0,0,0,117.0,1,1
2,0,1,1,1,0,1,174,10,1,0,0,0,70.0,0,1
3,0,0,3,1,0,4,31,3,1,0,0,0,114.3,2,0
1,0,0,3,1,0,1,166,11,1,0,0,0,110.0,0,1
1,2,0,3,1,0,6,30,9,1,0,0,0,181.8,1,0
2,0,2,2,0,0,1,68,4,1,0,0,0,75.65,1,1
2,0,2,3,1,0,1,194,4,1,0,0,0,77.23,2,0
2,0,2,1,1,0,1,145,1,0,0,0,0,65.0,0,0
2,0,0,2,2,0,1,292,7,1,0,0,0,115.0,0,1
2,0,1,1,1,0,4,0,9,1,0,0,0,118.8,0,1
2,0,0,4,1,0,4,24,5,1,0,0,0,127.48,1,0
2,0,1,2,1,0,4,124,5,1,0,0,0,114.3,0,0
2,0,2,2,1,0,4,44,12,0,0,0,0,87.2,0,0
2,0,0,2,2,0,1,257,7,1,0,0,0,101.5,0,1
1,0,0,2,1,0,1,164,10,0,0,0,0,100.0,0,0
2,0,0,4,0,0,1,153,7,1,0,0,0,91.38,1,0
2,1,3,9,1,0,1,155,8,1,0,0,0,119.71,1,1
2,0,0,1,0,0,1,0,6,1,0,0,0,119.0,0,0
2,0,0,1,0,0,1,29,7,1,0,0,0,139.0,1,0
2,0,1,3,1,0,1,59,8,1,0,0,0,109.8,1,0
1,0,0,3,1,0,1,91,9,2,1,3,15,65.0,0,0
2,0,0,1,1,0,4,76,7,1,0,0,0,131.4,0,1
2,0,0,3,1,0,1,93,4,1,0,0,0,96.3,3,0
1,0,1,2,1,0,1,4,2,4,1,0,1,0.0,1,0
2,0,0,2,1,0,4,25,4,1,0,0,0,137.0,1,0
2,0,0,2,1,0,1,245,6,1,0,0,0,75.0,0,1
3,0,0,3,1,0,1,74,12,0,0,0,0,92.65,0,0
2,0,1,1,1,0,1,275,6,1,0,0,0,62.8,0,1
2,0,0,1,1,0,1,14,10,1,0,0,0,160.0,0,1
1,0,0,2,2,0,1,265,6,0,0,0,0,90.0,0,0
2,0,3,5,1,1,1,122,8,0,0,0,0,81.26,2,0
1,0,0,4,1,0,1,158,5,1,0,0,0,114.75,1,1
2,0,1,2,1,0,1,119,4,1,0,0,0,99.3,0,0
1,0,1,0,1,0,1,6,10,2,0,0,0,89.0,0,0
2,0,0,2,1,0,1,122,4,1,0,0,0,85.0,0,1
2,0,2,2,1,0,1,60,3,1,0,0,0,75.0,0,1
2,0,0,2,1,0,1,1,9,0,1,1,0,102.6,0,0
2,0,2,2,1,0,4,121,6,0,0,0,0,90.95,0,0
2,0,1,1,2,0,1,301,7,1,0,0,0,115.0,1,1
2,0,2,1,1,0,1,349,12,1,0,0,0,78.3,0,1
1,0,0,1,1,0,1,59,5,1,0,0,0,121.5,0,1
1,0,0,3,1,0,1,71,6,0,0,0,0,120.0,0,0
2,0,0,4,1,0,1,200,8,1,0,0,0,105.4,1,1
2,0,1,2,1,0,4,71,10,1,0,0,0,101.87,1,0
1,0,0,1,1,0,1,105,9,2,1,3,17,65.0,0,0
2,0,0,2,1,1,1,6,11,1,0,0,0,116.0,0,0
1,0,0,1,0,0,1,76,4,1,0,0,0,69.3,1,0
1,0,0,2,1,0,1,29,9,1,0,0,0,90.25,2,0
2,0,2,3,1,0,1,179,9,1,0,0,0,119.85,0,1
2,0,1,0,1,0,1,81,12,1,0,0,0,76.5,2,0
2,0,0,3,0,0,1,35,10,1,0,0,0,109.0,2,0
2,0,1,1,1,0,1,60,5,1,0,0,0,126.9,1,0
1,0,0,1,1,0,1,34,7,2,0,0,0,65.0,0,0
1,0,1,1,1,0,1,0,1,1,0,0,0,86.0,0,0
